productType,categories,variantId,sku,key,slug.en,brand,name.en,metaTitle.en,metaDescription.en,metaKeywords.en,description.en,age-range,prices,images
main,Stationery>Posters,1,SP5,SP5,SP5,poppik,International stickers poster The House,,,,"On a 1 meter high poster, children stick stickers to complete a big house: they add furniture, accessories and characters. They add furniture, accessories and characters to complete a large house. 

We find the whole universe of the family of Graou, a funny little dog. All the imagery of everyday life in a poster.",6-12,EUR 1700;US-USD 1900,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP5-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP5-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP5-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP5-4.jpeg
main,Stationery>Posters,1,SP6,SP6,SP6,doudous,Memory poster Affiches,,,,"A playful poster by the French brand MEMORY AFFICHES for your little ones' room. This poster will take your little ones to a dream world.

This poster features soft plush toys - vintage teddy bears, funny and adorable plush animals.

Your little ones will have fun searching for the pairs of plush toys hidden in this poster (each plush toy is repeated twice).
The DOUDOUS poster is printed in France on 250 g FSC certified paper.

Comes complete with wooden plaques (quickly transformed by magnets into a perfect frame).",6-12,EUR 2400;US-USD 2700,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP6-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP6-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP6-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP6-4.jpeg
main,Stationery>Stickers,1,SS1,SS1,SS1,rainette,Reflective sticker Pep's,,,,"This awesome retro-reflective sticker can be stuck on any smooth surface!

Printed in France and resistant to water and UV, it will allow you to have your own style by day and be seen well at night!",6-12,EUR 1000;US-USD 1200,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS1-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS1-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS1-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS1-4.jpeg
main,Stationery>Stickers,1,SS2,SS2,SS2,rainette,Reflective sticker Little Monsters,,,,"This awesome retro-reflective sticker can be stuck on any smooth surface!

Printed in France and resistant to water and UV, it will allow you to have your own style by day and be seen well at night!",6-12,EUR 1000;US-USD 1200,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS2-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS2-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS2-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS2-4.jpeg
main,Stationery>Stickers,1,SS3,SS3,SS3,rainette,Reflective sticker Tree Frog,,,,"This awesome retro-reflective sticker can be stuck on any smooth surface!

Printed in France and resistant to water and UV, it will allow you to have your own style by day and be seen well at night!",6-12,EUR 1000;US-USD 1200,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS3-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS3-2.png;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS3-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS3-4.png
main,Stationery>Stickers,1,SS4,SS4,SS4,rainette,Reflective sticker Super Meow,,,,"This awesome retro-reflective sticker can be stuck on any smooth surface!

Printed in France and resistant to water and UV, it will allow you to have your own style by day and be seen well at night!",6-12,EUR 1000;US-USD 1200,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS4-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS4-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS4-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/stickers/SS4-4.jpeg
main,Vehicles>Bikes,1,VB1,VB1,VB1,baghera,Balance bike with helmet,,,,"Discover our collection of balance bikes, designed for children from 3 to 5 years old, many elements of which give it a special look, such as its wicker basket or its imitation leather saddle and its adjustable handlebars

Bike comes with helmet.

More than toys, we design and produce balance bikes with the goal of developing motor skills in toddlers. The pedal-less bicycle allows children to instinctively understand how to move, turn and develop their balance while having fun.",3-6,EUR 16900;US-USD 18600,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB1-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB1-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB1-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB1-4.jpeg
main,Vehicles>Bikes,1,VB2,VB2,VB2,rainette,Bike seat rain cape,,,,"Rainette's raincoat is the ideal equipment to protect your child from rain and wind.
Comfortable, practical and extremely useful, it won over parents and children alike!

Its advantages :
• sleeves, to allow the child to use his hands
• reflective strips so that everyone can see you.
• a hood big enough to hold a helmet
• sleeves wide enough to cover a coat
• heat-sealed seams to guarantee watertightness
• an integrated storage pocket
• ethical and sustainable production",3-6,EUR 5900;US-USD 6500,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB2-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB2-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB2-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB2-4.jpeg
main,Vehicles>Bikes,1,VB3,VB3,VB3,monzoli,Baby helmet Bubblegum,,,,"Mon Zoli Helmet's mission is to make kids love their helmets!
These helmets can be personalized thanks to a sheet of stickers offered with the helmet and bringing together universes for young and old.

Helmets made in Portugal in exclusive and matte colors.
Stickers created by wonderful graphic designer and printed in France.
All that remains is to wish all your young customers great adventures: on a bike, scooter or skateboard.",3-6,EUR 3900;US-USD 4300,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB3-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB3-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB3-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB3-4.jpeg
main,Vehicles>Bikes,1,VB4,VB4,VB4,monzoli,Baby helmet Mint,,,,"Mon Zoli Helmet's mission is to make kids love their helmets!
These helmets can be personalized thanks to a sheet of stickers offered with the helmet and bringing together universes for young and old.

Helmets made in Portugal in exclusive and matte colors.
Stickers created by wonderful graphic designer and printed in France.
All that remains is to wish all your young customers great adventures: on a bike, scooter or skateboard.",3-6,EUR 3900;US-USD 4300,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB4-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB4-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB4-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/bikes/VB4-4.jpeg
main,Vehicles>Cars,1,VC1,VC1,VC1,baghera,Rider Snow White,,,,"Discover French Baghera vehicles for your little ones. It's not just a toy, it's a tool for your little ones to get to know their bodies better and to develop their motor skills - to move, to turn in different directions, to balance, to coordinate their movements. Suitable from 24 months of age.

Baghera is a family business located near Paris. Their aim is to create stylish vehicles for little ones that are not only beautiful but also useful.",3-6,EUR 17900;US-USD 19700,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC1-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC1-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC1-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC1-4.jpeg
main,Vehicles>Cars,1,VC2,VC2,VC2,baghera,Roadster Camel,,,,"Discover French Baghera vehicles for your little ones. It's not just a toy, it's a tool for your little ones to get to know their bodies better and to develop their motor skills - to move, to turn in different directions, to balance, to coordinate their movements. Suitable from 12 months of age.

Baghera is a family business located near Paris. Their aim is to create stylish vehicles for little ones that are not only beautiful but also useful.
This metal ride-on is designed to be sturdy and stable, this ride-on car can be used both inside and out as children develop their motor skills as much as their imagination. A durable ride-on car with chrome grill and vintage design. An ideal gift or a decorative object.",3-6,EUR 14900;US-USD 16400,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC2-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC2-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC2-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC2-4.jpeg
main,Vehicles>Cars,1,VC3,VC3,VC3,baghera,Rider Peugeot,,,,"This baby carrier is equipped with real functional steering. Your little one will quickly get his bearings on his new car, and the wheels will help him stay stable and move silently around the house. With its beige body and its accessories, your child will be able to put himself in the shoes of a real little pilot and imagine great stories.",3-6,EUR 20900;US-USD 23000,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC3-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC3-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC3-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC3-4.jpeg
main,Vehicles>Cars,1,VC4,VC4,VC4,baghera,Fire Truck Pedal Car,,,,"A retro fire truck for all the little adventurers!
With the Baghera pedal fire truck, it's time for adventure
Thanks to his pedal fire truck (and a vivid imagination), the hours fly by. As you know, the adventures at this age are endless. This timeless and very sturdy toy will last for generations. Brothers, sisters, nieces, cousins and godchildren will be pulling out the fire hose, ladders, and shaking the same bell to signal their arrival.

The Baghera truck is made of metal. So it's very sturdy. The red and black wheels, also made of metal, are protected by rubber tires. The whole thing is designed to withstand the sometimes clumsy spirit of little ones, and hours of fun in the living room, in the garden, in the driveway. This toy is made to last.",3-6,EUR 34900;US-USD 38400,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC4-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC4-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC4-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC4-4.jpeg
main,Vehicles>Cars,1,VC5,VC5,VC5,baghera,Rider Tender Green,,,,"Discover French Baghera vehicles for your little ones. It's not just a toy, it's a tool for your little ones to get to know their bodies better and to develop their motor skills - to move, to turn in different directions, to balance, to coordinate their movements. Suitable from 12 months of age.

Baghera is a family business located near Paris. Their aim is to create stylish vehicles for little ones that are not only beautiful but also useful.
This metal ride-on is designed to be sturdy and stable, this ride-on car can be used both inside and out as children develop their motor skills as much as their imagination. A durable ride-on car with chrome grill and vintage design. An ideal gift or a decorative object.",3-6,EUR 14900;US-USD 16400,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC5-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC5-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC5-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/vehicles/cars/VC5-4.jpeg
